canonical_name,long_tail,wiki_status,recommendation,n_guest_quotes,n_staff_quotes,guest_strong,guest_medium,staff_strong,staff_medium,staff_weak,guest_score,staff_score,flag_public_radio,flag_other_network,exclusion_trigger_label,exclusion_marker,summary_filter_verdict,top_guest_quote,top_guest_source,top_staff_quote,top_staff_source,subst_dedup,n_dates_dedup,span_days_dedup,npr_share,n_programs,first_date,last_date,transcript_ids
Sandip Roy,0,has-page,KEEP-EXCLUDED,5,23,0,5,2,1,20,8,12,0,0,"SANDIP ROY, BYLINE",BYLINE,review,"Mr. SANDIP ROY (Editor, New American Media)",label:NPR-34830,"SANDIP ROY, BYLINE",label:NPR-24814;NPR-28305,5,5,1056,1.0,1,2005-08-04,2008-06-25,NPR-23616;NPR-34830;NPR-36128;NPR-36721;NPR-38182;NPR-39648;NPR-40757
Charles Maynes,0,has-page,KEEP-EXCLUDED,4,11,0,4,1,1,9,8,9,0,0,"CHARLES MAYNES, BYLINE",BYLINE,review,Mary Louise Kelly talks with reporter Charles Maynes in Moscow about ongoing tensions between the U.S.,summary:NPR-13432,"CHARLES MAYNES, BYLINE",label:NPR-1037;NPR-1038;NPR-14064,4,4,653,1.0,2,2017-07-30,2019-05-14,NPR-13432;NPR-16864;NPR-47660;NPR-5516
Scott Simon,0,has-page,KEEP-EXCLUDED,4,68,0,4,68,0,0,8,12,1,0,"SCOTT SIMON, HOST",BYLINE,no,"SCOTT SIMON, NATIONAL PUBLIC RADIO",label:CNN-37152;CNN-243288,"SCOTT SIMON, HOST",label:NPR-5158;NPR-5185;NPR-5188,3,3,1120,0.39,10,2006-09-09,2009-10-03,CNN-243284;CNN-243288;CNN-243294;CNN-243300;CNN-243314;CNN-243355;CNN-243400;CNN-243441;CNN-243534;CNN-243628;CNN-272668;CNN-272747;CNN-272786;CNN-37152;NPR-13632;NPR-14918;NPR-15899;NPR-16313;NPR-17319;NPR-18029;NPR-18266;NPR-18891;NPR-33825
Baxter Black,0,has-page,KEEP-EXCLUDED,3,8,1,2,2,0,6,7,10,0,0,BAXTER BLACK (NPR Commentator),COMMENTATOR,review,"Baxter Black, a cowboy poet, former large-animal vet and long-time NPR commentator, author of ""Blazin' Bloats & Cows on Fire!"" Did I say that right?","utterance[NEAL CONAN, host]:NPR-16193",BAXTER BLACK (NPR Commentator),label:NPR-40931,4,4,1400,1.0,2,2005-07-25,2009-05-25,NPR-16193;NPR-32842;NPR-40235;NPR-40803;NPR-6109
Doualy Xaykaothao,0,has-page,KEEP-EXCLUDED,3,30,0,3,14,11,5,6,24,0,0,"DOUALY XAYKAOTHAO, BYLINE",BYLINE,review,Host Linda Wertheimer talks with reporter Doualy Xaykaothao.,summary:NPR-48617,"DOUALY XAYKAOTHAO, BYLINE",label:NPR-11581;NPR-12347;NPR-31996,8,8,454,1.0,6,2009-12-28,2011-03-27,NPR-14913;NPR-16657;NPR-16825;NPR-30833;NPR-32266;NPR-33503;NPR-33588;NPR-34339;NPR-34415;NPR-34472;NPR-35018;NPR-39781;NPR-39950;NPR-40128;NPR-48608;NPR-48617;NPR-49484;NPR-5364;NPR-6123
Ray Brown,0,has-page,KEEP-EXCLUDED,3,2,0,3,2,0,0,6,6,0,0,"RAY BROWN, BYLINE",BYLINE,no,Mr. RAY BROWN (Broken Bow Resident),label:NPR-18631,"RAY BROWN, BYLINE",label:NPR-11362,3,3,441,1.0,3,2015-05-30,2016-08-13,NPR-11637;NPR-11882;NPR-11915;NPR-18631;NPR-45958
Richard Gonzales,0,has-page,KEEP-EXCLUDED,2,40,1,1,39,1,0,5,14,0,0,"RICHARD GONZALES, BYLINE",BYLINE,no,"NPR's Debbie Elliott and Richard Gonzales spent a month on the road across the nation, reporting stories of economic struggle for the NPR series ""Hard Times."" They heard stories of people and places grappling with economic hardship, and also...",summary:NPR-630,"RICHARD GONZALES, BYLINE",label:NPR-630;NPR-3512;NPR-4585,18,18,1191,1.0,5,2006-08-08,2009-11-11,NPR-13593;NPR-13696;NPR-16371;NPR-16646;NPR-29591;NPR-30418;NPR-30996;NPR-31329;NPR-3144;NPR-32061;NPR-32764;NPR-32864;NPR-32908;NPR-33354;NPR-35112;NPR-35232;NPR-36332;NPR-36910;NPR-37085;NPR-37581;NPR-37666;NPR-37827;NPR-37855;NPR-37932;NPR-37989
Chana Joffe-Walt,0,has-page,KEEP-EXCLUDED,2,16,1,1,8,7,1,5,21,0,0,"CHANA JOFFE-WALT, BYLINE",BYLINE,no,Reporter Chana Joffe-Walt spent inauguration day with the young mayor.,"utterance[MELISSA BLOCK, host]:NPR-41407","CHANA JOFFE-WALT, BYLINE",label:NPR-7645;NPR-22456;NPR-29551,9,9,1445,1.0,4,2006-10-10,2010-09-24,NPR-15249;NPR-16924;NPR-17194;NPR-31851;NPR-32073;NPR-32113;NPR-32277;NPR-32996;NPR-34726;NPR-35276;NPR-36311;NPR-37079;NPR-37175;NPR-37351;NPR-41361;NPR-41407;NPR-47313
Annie Murphy,0,has-page,KEEP-EXCLUDED,2,22,0,2,2,10,10,4,18,0,0,"ANNIE MURPHY, BYLINE",BYLINE,review,NPR's Melissa Block talks to reporter Annie Murphy about what happens after the miners emerge from underground.,summary:NPR-34613,"ANNIE MURPHY, BYLINE",label:NPR-22842;NPR-30590,16,14,563,1.0,4,2009-12-05,2011-06-21,NPR-13775;NPR-13839;NPR-13855;NPR-14799;NPR-29429;NPR-30425;NPR-30615;NPR-30753;NPR-30796;NPR-30797;NPR-31352;NPR-32036;NPR-32934;NPR-34609;NPR-34613;NPR-34815;NPR-35919;NPR-35924;NPR-35927;NPR-36225;NPR-49060;NPR-6306
Joshua Levs,0,has-page-fuzzy,KEEP-EXCLUDED,2,27,0,2,9,13,5,4,24,0,0,"JOSHUA LEVS, CNN CORRESPONDENT",REPORTER,review,"JOSHUA LEVS, REALITY CHECK",label:CNN-116098,"JOSHUA LEVS, CNN CORRESPONDENT",label:CNN-112142;CNN-112335;CNN-112349,10,10,3760,0.87,7,2006-01-27,2016-05-14,CNN-112551;CNN-113301;CNN-116098;CNN-116599;NPR-14428;NPR-14755;NPR-14887;NPR-15579;NPR-15657;NPR-15728;NPR-18153;NPR-1948;NPR-22016;NPR-2532;NPR-3021;NPR-3454;NPR-3779;NPR-38587;NPR-40912;NPR-43892;NPR-43933;NPR-44381;NPR-45782;NPR-4656;NPR-47035
Jim Kent,0,has-page,KEEP-EXCLUDED,2,5,0,2,1,3,1,4,10,0,0,"JIM KENT, BYLINE",BYLINE,no,"JIM KENT, WITNESS",label:CNN-319310,"JIM KENT, BYLINE",label:NPR-16765,4,4,1361,0.8,4,2006-09-23,2010-06-15,CNN-319310;NPR-31484;NPR-36850;NPR-41847;NPR-8833
Emily Green,0,has-page,KEEP-EXCLUDED,2,12,0,2,1,5,6,4,15,0,0,"EMILY GREEN, BYLINE",BYLINE,no,"EMILY GREEN, FREELANCE JOURNALIST",label:CNN-321632,"EMILY GREEN, BYLINE",label:NPR-7994;NPR-7996;NPR-8184,3,3,3240,0.75,4,2010-08-14,2019-06-28,CNN-321632;NPR-10046;NPR-13783;NPR-3056
Meredith Ochs,0,has-page,KEEP-EXCLUDED,1,6,1,0,2,2,2,3,12,0,0,MEREDITH OCHS reporting,BYLINE,no,"Meredith Ochs reviews a memoir from musician Graham Nash, one-fourth of the group Crosby, Stills, Nash and Young.",summary:NPR-28294,"MEREDITH OCHS, BYLINE",label:NPR-19796;NPR-23763,3,3,2529,1.0,1,2006-11-20,2013-10-23,NPR-28294;NPR-41551;NPR-41641;NPR-43143;NPR-43484;NPR-43779
Neda Ulaby,0,has-page,KEEP-EXCLUDED,1,31,0,1,30,1,0,2,14,0,0,"NEDA ULABY, BYLINE",BYLINE,no,NPR's Rachel Martin speaks to Neda Ulaby.,summary:NPR-11773,"NEDA ULABY, BYLINE",label:NPR-4449;NPR-6105;NPR-6667,11,11,1378,1.0,4,2006-08-23,2010-06-01,NPR-13532;NPR-14427;NPR-16483;NPR-30320;NPR-30691;NPR-31552;NPR-32201;NPR-32598;NPR-34768;NPR-3485;NPR-35415;NPR-35427;NPR-36023;NPR-36054;NPR-37345;NPR-37440;NPR-37761;NPR-37944;NPR-38065;NPR-39997;NPR-40103;NPR-40692;NPR-41048;NPR-41187;NPR-43463
Wendy Kaufman,0,has-page,KEEP-EXCLUDED,0,24,0,0,21,3,0,0,18,0,0,"WENDY KAUFMAN, BYLINE",BYLINE,review,,,"WENDY KAUFMAN, BYLINE",label:NPR-5333;NPR-6519;NPR-12699,18,18,1937,1.0,3,2006-01-19,2011-05-10,NPR-13688;NPR-222;NPR-28737;NPR-29287;NPR-30488;NPR-30511;NPR-30758;NPR-30790;NPR-30834;NPR-30884;NPR-31166;NPR-31224;NPR-31385;NPR-31492;NPR-32008;NPR-32357;NPR-32542;NPR-32652;NPR-32952;NPR-32982;NPR-32994;NPR-33217;NPR-33240;NPR-33356;NPR-33774
Elizabeth Blair,0,has-page-fuzzy,KEEP-EXCLUDED,0,32,0,0,31,1,0,0,14,0,0,"ELIZABETH BLAIR, BYLINE",BYLINE,no,,,"ELIZABETH BLAIR, BYLINE",label:NPR-141;NPR-4664;NPR-5190,5,5,832,1.0,2,2007-03-27,2009-07-06,NPR-32572;NPR-33031;NPR-33201;NPR-33623;NPR-36720;NPR-36758;NPR-37919;NPR-39580;NPR-39817;NPR-40238;NPR-41698;NPR-43557
Laura Lorson,0,has-page,KEEP-EXCLUDED,0,11,0,0,1,0,10,0,7,0,0,"LAURA LORSON, BYLINE",BYLINE,review,,,"LAURA LORSON, BYLINE",label:NPR-29816,5,5,927,1.0,1,2005-07-27,2008-02-09,NPR-40846;NPR-41704;NPR-41933;NPR-43861;NPR-43948
Phillip Reeves,0,has-page-fuzzy,KEEP-EXCLUDED,0,13,0,0,12,1,0,0,14,0,0,PHILLIP REEVES reporting,REPORTING,no,,,"NPR's Phillip Reeves reports from Pakistan's capital, Islamabad.","utterance[STEVE INSKEEP, host]:NPR-34500",4,4,681,1.0,2,2006-10-08,2008-08-19,NPR-34500;NPR-34923;NPR-36233;NPR-39167;NPR-41070;NPR-41777;NPR-42504;NPR-44366
